categoryID,brandName,displayName,heroImage,productId,rating,reviews,longDescription,brandID,ingredientDesc,listPrice,quickLookDescription,lovesCount,fullSiteProductUrl
foundation-makeup,La Mer,The Soft Fluid Long Wear Foundation SPF 20,https://www.sephora.com/productimages/sku/s1999887-main-zoom.jpg?imwidth=270,P423742,4.0398,402,,,,,,0.0,
foundation-makeup,SEPHORA COLLECTION,Reveal The Real 12HR Soft Radiant Skin Tint,https://www.sephora.com/productimages/sku/s2760726-main-zoom.jpg?imwidth=270&pb=2023-03-sephora-value-2023,P511752,4.4158,279,,,,,,0.0,
foundation-makeup,bareMinerals,Original Loose Powder Mineral Foundation SPF 15,https://www.sephora.com/productimages/sku/s1922541-main-zoom.jpg?imwidth=270&pb=allure-2023-bestofbeauty-badge,P61003,4.6,19767,"THE BEAUTY OF MINERALS | We started the clean beauty revolution when we launched our best-selling mineral foundation in 1995, and since then we’ve continued to create clean, cruelty-free makeup and skincare products that never compromise on performance. Our good-for-skin formulas are free of harsh chemicals and unnecessary additives, and full of botanical extracts and natural minerals.",bareminerals,"-Titanium Dioxide and Zinc Oxide: Mineral sunscreen protection
<br>
<br> Mica, Titanium Dioxide, Iron Oxides, Bismuth Oxychloride.<br><br><br><br><i>The list of ingredients is subject to change, please consult the packaging of the product purchased.</i>",39.0,"A lightweight, skin-improving mineral foundation that provides buildable sheer-to-full coverage with a natural, luminous finish.",241243.0,
foundation-makeup,LYS Beauty,Triple Fix Serum Foundation,https://www.sephora.com/productimages/sku/s2435725-main-zoom.jpg?imwidth=270&pb=allure-best-2021-badge,P468380,4.2264,764,"On a steadfast mission to empower, inspire,  and awaken your most confident self, LYS™ Beauty is an affordable clean-beauty brand with luxurious products that help you step out of society’s box and into a mindset of truly loving yourself. 

With a skin-first approach and strict formulation standards, LYS™ strikes the balance between diverse shade ranges, high-performance products,  and clean formulas to unlock your skin’s maximum potential. It's confidence without compromise.
",lys-beauty,"-Ashwagandha (Indian Ginseng): A powerful herb that combats skin stress and visible signs of aging.<br>-Turmeric: Provides antioxidant protection and visibly brightens, evens, and soothes skin.<br>-Hyaluronic Acid: Infuses the skin with intensive hydration.<br><br>Aqua/Water/Eau, Coco-Caprylate, Glycerin, Persea Gratissima (Avocado) Oil, Polyglyceryl-2 Dipolyhydroxystearate, Capryloyl Glycerin/Sebacic Acid Copolymer, Caprylic/Capric Triglyceride, Hydrogenated Rapeseed Oil, Polyglyceryl-3 Diisostearate, Sodium Chloride, Silica, Simmondsia Chinensis (Jojoba) Seed Oil, Ethylhexyl Palmitate, Tocopherol, Curcuma Longa (Turmeric) Root Extract, Panax Quinquefolius (Ginseng) Root Extract, Vitis Vinifera (Grape) Seed Extract, Withania Somnifera (Ashwagandha) Root Extract, Sodium Hyaluronate, Evodia Rutaecarpa Fruit Extract, Stearalkonium Hectorite, Propylene Carbonate, Triethoxycaprylylsilane, Propanediol, Phenoxyethanol, Sodium Dehydroacetate, Ethylhexylglycerin. May Contain [+/-]: Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491, Ci 77492, Ci 77499).<br><br><br><br><i>The list of ingredients is subject to change, please consult the packaging of the product purchased.</i>",24.0,"A luxuriously clean, skincare-infused serum foundation with buildable, light-to-medium coverage in an array of shades.",82634.0,
foundation-makeup,bareMinerals,BAREPRO 16-HR Skin-Perfecting Powder Foundation,https://www.sephora.com/productimages/sku/s2516946-main-zoom.jpg?imwidth=270&pb=clean-at-sephora,P410543,3.9786,514,"THE BEAUTY OF MINERALS | We started the clean beauty revolution when we launched our best-selling mineral foundation in 1995, and since then we’ve continued to create clean, cruelty-free makeup and skincare products that never compromise on performance. Our good-for-skin formulas are free of harsh chemicals and unnecessary additives, and full of botanical extracts and natural minerals.",bareminerals,"<p>SYNTHETIC FLUORPHLOGOPITE, MICA, CAPRYLIC/CAPRIC TRIGLYCERIDE, ZINC OXIDE, DIPHENYL DIMETHICONE/VINYL DIPHENYL DIMETHICONE/SILSESQUIOXANE CROSSPOLYMER, ZINC MYRISTATE, DIMETHICONE, SILICA, DIMETHICONE CROSSPOLYMER, BORON NITRIDE, THEOBROMA CACAO (COCOA) SEED BUTTER, DIPHENYLSILOXY PHENYL TRIMETHICONE, CRITHMUM MARITIMUM EXTRACT, VITIS VINIFERA (GRAPE) JUICE EXTRACT, GLYCYRRHIZA GLABRA (LICORICE) ROOT EXTRACT, ANANAS SATIVUS (PINEAPPLE) FRUIT EXTRACT, BUTYROSPERMUM PARKII (SHEA) BUTTER, SQUALANE, PAEONIA ALBIFLORA ROOT EXTRACT, HYDROGEN DIMETHICONE, TOCOPHERYL ACETATE, QUERCETIN, POLYSILICONE-2, ALUMINUM HYDROXIDE, POLYSORBATE 80, METHICONE, SORBITAN SESQUIISOSTEARATE, CALCIUM SILICATE, ETHYLHEXYLGLYCERIN, TOCOPHEROL, WATER (AQUA/EAU), BUTYLENE GLYCOL, LAUROYL LYSINE, BENZOIC ACID, PHENOXYETHANOL, CHLORPHENESIN. MAY CONTAIN/PEUT CONTENIR (+/-): TITANIUM DIOXIDE (CI 77891), IRON OXIDES (CI 77491, CI 77492, CI 77499).</p><br><br><i>The list of ingredients is subject to change, please consult the packaging of the product purchased.</i>",42.0,"A talc-free, natural-matte foundation that provides up to 16 hours of breathable full coverage, while visibly evening skin tone and texture over time.",114307.0,
foundation-makeup,PAT McGRATH LABS,Skin Fetish: Sublime Perfection Weightless Foundation,https://www.sephora.com/productimages/sku/s2257111-main-zoom.jpg?imwidth=270,P447519,4.1633,2058,"Pat McGrath is one of the most influential makeup artists in the world, and the impact of her work in beauty and fashion over the past 20 years is unparalleled. The visionary looks she imagines—then creates for runways, advertisements, and editorial—define beauty trends of the future.",pat-mcgrath-labs,"-Unique Polymers: Provide lasting wear, ultimate smoothness, and a luminous finish.<br>-High-Purity Pigments Treated with Amino Acids: Deliver enhanced wear, a creamy feel, and controlled and easily buildable coverage.<br>-Diamond Core Powder: Enhances radiance and skin luminosity and decreases appearance of skin imperfections.<br><br>Water, Cyclopentasiloxane, Isododecane, Alcohol, Glycerin, Phenyl Trimethicone, Ipdi/Di-C12-13 Alkyl Tartrate/Bis-Hydroxyethoxypropyl Dimethicone Copolymer, Aluminum Starch Octenylsuccinate, Cetyl Peg/Ppg-10/1 Dimethicone, Polyglyceryl-4 Isostearate, Disteardimonium Hectorite, Sodium Chloride, Aluminum Hydroxide, Benzimidazole Diamond Amidoethyl Urea Carbamoyl Propyl Polymethylsilsesquioxane, Caprylic/Capric Triglyceride, Di-C12-13 Alkyl Tartrate, Disodium Stearoyl Glutamate, Hexyl Laurate, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Rubus Idaeus Leaf Cell Culture, Potassium Sorbate, Sodium Dehydroacetate. May Contain / Peut Contenir / +/- : Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77492, Ci 77491, Ci 77499). ",69.0,"<p>A long-wearing, lightweight foundation that builds from sheer to medium coverage in a wide range of universal hues that manifest the ultimate sublime skin standard.</p>",196886.0,
foundation-makeup,Rare Beauty by Selena Gomez,Positive Light Tinted Moisturizer Broad Spectrum SPF 20 Sunscreen,https://www.sephora.com/productimages/sku/s2557072-main-zoom.jpg?imwidth=270,P482729,4.0696,1566,,,,,,0.0,
foundation-makeup,Laura Mercier,Real Flawless Weightless Perfecting Waterproof Foundation,https://www.sephora.com/productimages/sku/s2642742-main-zoom.jpg?imwidth=270,P504012,4.081,1099,"Laura Mercier, pioneer of the “Flawless Face,” is a world-renowned makeup artist and the innovative force behind the eponymous brand’s iconic products and luxe artistry techniques. She continues to make artistry effortless through her intuitive approach to beauty and philosophy: “What makes you unique makes you beautiful.”",laura-mercier,"-High Resolution Pigments and 3D Smooth Priming Powders: Perfecting, cake-free coverage, and optimal color laydown with less product.<br>-Blurring Bamboo Silk Powders and Hydro-Lipid Matrix: Balance moisture and shine control to maintain skin's optimal state.<br>-Camelia Seed, Vitamin E and Cacao Extract: Antioxidant-rich formula helps defend against damage by external stressors.<br><br>Isododecane, Isodecyl Neopentanoate, Hydrogenated Polyisobutene, Hydrogenated Polycyclopentadiene, Hydrogenated Didecene, Silica, Polyglyceryl-3 Diisostearate, Hydrogenated Styrene/Isoprene Copolymer, Dicalcium Phosphate, Disteardimonium Hectorite, Cellulose, Lauryl Pca, Theobroma Cacao (Cocoa) Seed Extract, Hydrogenated Lecithin, Camellia Oleifera Seed Oil, Aqua/Water/Eau, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Tocopheryl Acetate, Butylene Glycol. May Contain/Peut Contenir/(+/-): Iron Oxides (Ci 77491, Ci 77492, Ci 77499), Titanium Dioxide (Ci 77891).",52.0,"A weightless foundation that blurs the line between makeup and skin with medium-buildable coverage, waterproof wear, and up to 12 hours of fade-proof wear.<br>",113224.0,
foundation-makeup,DIOR,Dior Forever Matte Foundation SPF 15,https://www.sephora.com/productimages/sku/s2508448-main-zoom.jpg?imwidth=270,P439940,4.2309,862,,,,,,0.0,
foundation-makeup,Westman Atelier,Vital Skincare Brightening Concealer With Hyaluronic Acid,https://www.sephora.com/productimages/sku/s2797728-main-zoom.jpg?imwidth=270&pb=clean-at-sephora,P513533,4.5532,479,"A new standard of luxury in clean beauty.

As one of the world’s most sought-after editorial makeup artists, Gucci Westman’s “second skin” approach is the secret behind Westman Atelier. The clean luxury cosmetics line merges innovative high-performance pigments, nourishing skincare ingredients, and the safest formulations with an extraordinary eye for color. The result is a seamlessly edited product range for dewy, radiant, and healthy-looking skin that’s always effortless, never overdone. As a mother, makeup artist, and champion of holistic living, Gucci believes passionately that luxury, efficacy, and clean don’t have to be a contradiction when it comes to exceptional makeup. So you can feel good about your skin from the inside out.
",westman-atelier,"-Gentian Root, Coffee Leaf Extract, and Licorice Root: Visibly brighten dark circles and hyperpigmentation and lift and firm the look of the eye contour.<br>-Mini Hyaluronic Acid: Features a low molecular weight for optimal absorption; hydrates, and visibly firms and smooths. <br>-Peptides: Support natural collagen and soften the look of crepiness, fine lines, and crow&rsquo;s feet. <br><br>Water (Aqua), C9-12 Alkane, Octyldodecyl Neopentanoate, Glycerin, Diisostearoyl Polyglyceryl-3 Dimer Dilinoleate, Sodium Potassium Aluminum Silicate, Disteardimonium Hectorite, Caprylic/Capric Triglyceride, Tribehenin, Helianthus Annuus (Sunflower) Seed Oil, Glycyrrhiza Glabra (Licorice) Root Extract, Gentiana Lutea Root Extract, Coffea Arabica (Coffee) Seed Extract, Palmitoyl Pentapeptide-4, Hydrolyzed Sodium Hyaluronate, Coco-Caprylate/Caprate, Disodium Stearoyl Glutamate, Sodium Chloride, Caprylyl Glycol, Propylene Carbonate, Potassium Sorbate, Silica, Propanediol, Aluminum Hydroxide, Citric Acid, May Contain/Peut Contenir (+/-) : Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491), Iron Oxides (Ci 77492), Iron Oxides (Ci 77499), Bismuth Oxychloride (Ci 77163).<br><br><i>The list of ingredients is subject to change. Please consult the packaging of the product purchased.</i>",48.0,"<p>A precise, buildable-coverage undereye concealer clinically shown to reduce the look of dark circles, featuring serum-strength skincare to hydrate, visibly brighten, and soothe.</p>",30992.0,
foundation-makeup,Too Faced,Mini Born This Way Super Coverage Multi-Use Concealer,https://www.sephora.com/productimages/sku/s2794329-main-zoom.jpg?imwidth=270,P512354,3.0769,39,,,,,,0.0,
foundation-makeup,Yves Saint Laurent,All Hours Luminous Natural Matte Foundation 24H Longwear SPF 30 with Hyaluronic Acid,https://www.sephora.com/productimages/sku/s2598027-main-zoom.jpg?imwidth=270,P421456,4.3141,608,,,,,,0.0,
foundation-makeup,Lancôme,Teint Idole Ultra Wear Care & Glow Foundation​ with Hyaluronic Acid,https://www.sephora.com/productimages/sku/s2589141-main-zoom.jpg?imwidth=270,P500706,4.505,3782,"Lancôme epitomizes the French Touch with effortless, Parisian-chic beauty. With luxurious textures, cutting-edge active ingredients, high-potency pigments, and sensual fragrances, everyone can feel unique, empowered, and chic.",lancome,"-Hyaluronic Acid: Hydrates and visibly plumps the skin.<br>-Mandelic Acid: Smooths and refines the skin.<br><br>Dimethicone, Water, Isododecane, Alcohol Denat., Trimethylsiloxysilicate, Propylene<br>Glycol, Glycerin, Peg/Ppg-18/18 Dimethicone, Silica, Synthetic Fluorphlogopite, Polysilicone-11, Rosa Gallica Flower Extract, Moringa Oleifera Seed Extract, Polymnia Sonchifolia Root Juice, Sorbitol, Mandelic Acid, Peg-10 Dimethicone, Alpha-Glucan Oligosaccharide, Sodium<br>Chloride, Sodium Hyaluronate, Sodium Hydroxide, Silica Silylate, Cellulose Acetate<br>Butyrate, Aluminum Hydroxide, Ammonium Polyacryloyldimethyl Taurate, Disodium<br>Phosphate, Disodium Stearoyl Glutamate, Hydroxyethylpiperazine Ethane Sulfonic Acid,<br>Caprylyl Glycol, Citric Acid, Lactobacillus, Maltodextrin, Polyphosphorylcholine Glycol<br>Acrylate, Polyvinyl Alcohol, Butylene Glycol, Tocopherol, Phenoxyethanol, Fragrance,<br>Linalool, Geraniol, Limonene, Citral, Citronellol, Benzyl Alcohol; May Contain: Titanium<br>Dioxide, Iron Oxides.",57.0,Shop Lanc&#244;me&rsquo;s Teint Idole Ultra Wear Care & Glow Foundation​ with Hyaluronic Acid at Sephora. This foundation has buildable medium coverage.,67460.0,
foundation-makeup,MAKE UP FOR EVER,Mini HD Skin Undetectable Longwear Foundation,https://www.sephora.com/productimages/sku/s2513851-main-zoom.jpg?imwidth=270,P500323,3.8897,272,,,,,,0.0,
foundation-makeup,Glossier,Stretch Fluid Foundation for Buildable Coverage,https://www.sephora.com/productimages/sku/s2702231-main-zoom.jpg?imwidth=270,P507806,4.0822,426,Glossier is here to give everyone a voice through beauty. We make every day a luxury with products inspired by our community and designed to celebrate beauty in real life. Our intuitive products make you look and feel good and help you embrace the fun and freedom of today.,glossier,"Very Light (1-4)<br><br>Ingredients: Water/Aqua/Eau, C9-12 Alkane, Squalane, Coco-Caprylate/Caprate, Propanediol, Glycerin, Pentylene Glycol, Sorbitan Isostearate, Polyglyceryl-3 Polyricinoleate, Tribehenin, Ethyl Oleate, Butylene Glycol, Disteardimonium Hectorite, Ectoin, Silica, Rosa Canina Fruit Extract, Plankton Extract, Butyrospermum Parkii (Shea) Butter Unsaponifiables, Tocopherol, Ethyl Stearate, Ethyl Linoleate, Ethyl Palmitate, Ethylhexyl Polyhydroxystearate, Lecithin, Xanthan Gum, Sucrose, Lysine, Glyceryl Caprylate/Caprate, Sodium Lauroyl Glutamate, Magnesium Chloride, Aluminum Hydroxide, TitaniumDioxide (CI 77891), Iron Oxides (CI 77491, CI 77492). (±) May Contain/Peut Contenir: Iron Oxides (CI 77499).<br><br> Light (1-5), Medium (1-5), Medium Tan (1-5), Medium Deep (1-4)<br><br>Ingredients: Water/Aqua/Eau, C9-12 Alkane, Squalane, Coco-Caprylate/Caprate, Propanediol, Glycerin, Pentylene Glycol, Sorbitan Isostearate, Polyglyceryl-3 Polyricinoleate, Tribehenin, Ethyl Oleate, Butylene Glycol, Disteardimonium Hectorite, Ectoin, Silica, Rosa Canina Fruit Extract, Plankton Extract, Butyrospermum Parkii (Shea) Butter Unsaponifiables, Tocopherol, Ethyl Stearate, Ethyl Linoleate, Ethyl Palmitate, Ethylhexyl Polyhydroxystearate, Lecithin, Xanthan Gum, Sucrose, Lysine, Glyceryl Caprylate/Caprate, Sodium Lauroyl Glutamate, Magnesium Chloride, Aluminum Hydroxide, Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499).<br><br>Deep (1-5), Very Deep (1-4)<br><br>Ingredients: Water/Aqua/Eau, C9-12 Alkane, Squalane, Coco-Caprylate/Caprate, Propanediol, Glycerin, Pentylene Glycol, Sorbitan Isostearate, Polyglyceryl-3 Polyricinoleate, Tribehenin, Ethyl Oleate, Butylene Glycol, Disteardimonium Hectorite, Ectoin, Silica, Rosa Canina Fruit Extract, Plankton Extract, Butyrospermum Parkii (Shea) Butter Unsaponifiables, Tocopherol, Ethyl Stearate, Ethyl Linoleate, Ethyl Palmitate, Ethylhexyl Polyhydroxystearate, Lecithin, Xanthan Gum, Sucrose, Lysine, Glyceryl Caprylate/Caprate, Sodium Lauroyl Glutamate, Magnesium Chloride, Aluminum Hydroxide [Deep 1, Deep 2, Deep 5, Very Deep 2], Iron Oxides (CI 77491, CI 77492, CI 77499). (±) May Contain/Peut Contenir: Titanium Dioxide (CI 77891).",34.0,"A hydrating gel-cream foundation that nourishes skin&mdash;for buildable, light-to-medium coverage with a natural-to-you finish.<br>",57133.0,
foundation-makeup,Hourglass,Vanish™ Seamless Finish Foundation Stick,https://www.sephora.com/productimages/sku/s1827252-main-zoom.jpg?imwidth=270,P410532,4.0053,6626,,,,,,0.0,
foundation-makeup,KVD Beauty,Good Apple Lightweight Full-Coverage Cream Foundation Balm,https://www.sephora.com/productimages/sku/s2420040-main-zoom.jpg?imwidth=270,P469488,3.8551,2884,,,,,,0.0,
foundation-makeup,LAWLESS,Conseal The Deal Long-Wear Full-Coverage Foundation,https://www.sephora.com/productimages/sku/s2531077-main-zoom.jpg?imwidth=270&pb=clean-at-sephora,P475128,4.0995,442,,,,,,0.0,
foundation-makeup,CLINIQUE,Even Better™ Makeup Broad Spectrum SPF 15 Foundation,https://www.sephora.com/productimages/sku/s2083871-main-zoom.jpg?imwidth=270,P234967,4.1841,2646,"Maximum Results | Allergy-tested, 100 percent fragrance-free, and always formulated for maximum results—without irritation. Clinique avoids using allergens, irritants, and ingredients that can age or harm skin, while never sacrificing one bit of the effectiveness you need.",clinique,"-Octinoxate 5.9%, Titanium Dioxide 3.5%, Zinc Oxide 2.8%: Sunscreen.<br><br>Water, Methyl Trimethicone, Phenyl Trimethicone, Dimethicone, Triethylhexanoin, Butylene Glycol, Trimethylsiloxysilicate, Yeast Extract, Peg-10 Dimethicone, Lauryl Peg-9 Polydimethylsiloxyethyl Dimethicone, Alumina, Citrus Grandis (Grapefruit) Peel Extract, Betula Alba (Birch) Bark Extract, Saccharomyces Lysate Extract, Astrocaryum Murumuru Seed Butter, C12-15 Alkyl Benzoate, Glycerin, Sodium Myristoyl Sarcosinate, Acetyl Glucosamine, Caprylyl Methicone, Methicone, Polyglyceryl-6 Polyricinoleate, Disteardimonium Hectorite, Dimethicone Crosspolymer-3, Isopropyl Titanium Triisostearate, Lecithin, Laureth-7, Tocopheryl Acetate, Magnesium Ascorbyl Phosphate, Dimethicone/Peg-10/15 Crosspolymer, Dipropylene Glycol, Sodium Chloride, Caprylyl Glycol, Tetrahexyldecyl Ascorbate, Disodium Edta, Phenoxyethanol, Polyaminopropyl Biguanide, [+/- Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491, Ci 77492, Ci 77499), Mica, Bismuth Oxychloride (Ci 77163)].<br><br>Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up-to-date list of ingredients.",39.0,"A dermatologist-developed foundation that create a brighter skin tone, while its creamy formula hydrates and smooths the look of skin.",126243.0,
foundation-makeup,Sephora Favorites,Foundation Try-On Sample Bag With Redeemable Voucher,https://www.sephora.com/productimages/sku/s2726040-main-zoom.jpg?imwidth=270,P509512,3.4224,116,"We've handpicked our best sellers and biggest obsessions and packed 'em into amazing, one-of-a-kind kits. From the gotta-try-its to the can't-live-withouts, these Sephora Favorites are a beauty addict's dream come true. Each limited-edition set features deluxe samples of our latest fixations all for an incredible value and the options are endless. So, whether you're looking to sample for yourself or gift some to a friend, there's a perfect box for you! The hard part? Deciding which one to test drive first.",sephora-favorites,,10.0,"<p>A set including 12 foundation samples in your shade range, plus a $10 off voucher for a full-size foundation.</p>",47068.0,
foundation-makeup,ILIA,True Skin Medium Coverage Serum Foundation with Niacinamide,https://www.sephora.com/productimages/sku/s2527729-main-zoom.jpg?imwidth=270&pb=clean-at-sephora,P429548,4.1182,922,"ILIA believes in skin that looks like skin–and radiance that comes naturally. With transparency as our guide and color as our vehicle, we challenge the conventions of clean beauty to create something radically new, through safe, potent formulas that make your skin look and feel alive.",ilia,"Niacinamide: Visibly smooths and refines uneven texture and tone.<br>Allantoin: Soothes the look of irritation and redness while supporting skin&rsquo;s health. <br>Aloe: Calms, nourishes, hydrates, and adds a featherweight feel.<br><br>Aloe Barbadensis Leaf Juice, Coconut Alkanes, Caprylyl Methicone, Polyglyceryl-6 Polyricinoleate, Cetearyl Isononanoate, Polyglyceryl-2 Isostearate, Boron Nitride, Dimethicone, Disteardimonium Hectorite, Niacinamide, Oryza Sativa (Rice) Hull Powder, Gluconolactone, Sodium Chloride, Isopentyldiol, Glycerin, Coco-Caprylate/Caprate, Allantoin, Sodium Benzoate, Caprylic/Capric Triglyceride, Simmondsia Chinensis (Jojoba) Seed Oil, Sclerocarya Birrea Seed Oil, Squalane, Tocopherol, Pentylene Glycol, Triethoxycaprylylsilane, Pistacia Lentiscus (Mastic) Gum, Hydrogenated Lecithin, Calcium Gluconate, Ethylhexylglycerin, Jasminum Officinale (Jasmine) Flower/Leaf Extract, Phenethyl Alcohol, Bisabolol. May Contain (+/-): CI 77891 (Titanium Dioxide), CI 77491, CI 77492, CI 77499 (Iron Oxides).<br><br><i>The list of ingredients is subject to change, please consult the packaging of the product purchased.</i>",54.0,"A weightless foundation with buildable medium coverage and a natural, skin-like finish&mdash;now with active levels of skincare ingredients.<br>",141687.0,
foundation-makeup,Anastasia Beverly Hills,Medium Coverage Natural Finish Luminous Foundation,https://www.sephora.com/productimages/sku/s2270734-main-zoom.jpg?imwidth=270,P449124,4.0945,2001,"Entrepreneur and industry icon Anastasia Soare believed that the same balance found in art and nature could also be applied directly to the human face, creating aesthetic harmony. With the idea that brows should be shaped according to an individual’s bone structure, Anastasia developed her line of award-winning brow products and signature Golden Ratio® Eyebrow Shaping Method. Carving out a new category in the industry, this patented three-step technique for crafting personalized brows has become a modern-day beauty essential.""One brow does not fit all. This is the entire foundation of Anastasia Beverly Hills. Using the Golden Ratio® Method, the shape of the eyebrow is tailored to each individual’s face and unique bone structure. In just three steps, your personalized brows will outlast any trend.""—Anastasia Soare, CEO & Founder",anastasia-beverly-hills,"Water/Aqua, Cyclopentasiloxane, Isododecane, Caprylyl Methicone, C12-15 Alkyl Benzoate, Ethylhexyl Palmitate, Polyglyceryl-4 Isostearate, Hexyl Laurate, Cetyl Peg/Ppg-10/1 Dimethicone, Glycerin, Trimethylsiloxysilicate, Butylene Glycol, Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer, Sodium Chloride, Laminaria Ochroleuca Extract, Alanine, Arginine, Glycine, Isoleucine, Histidine, Phenylalanine, Proline, Threonine, Serine, Aspartic Acid, Valine, Sodium Pca, Panthenol, Tocopheryl Acetate, Allantoin, Sodium Lactate, Pca, Ethylhexylglycerin, Caprylic/Capric Triglyceride, Simethicone, Tetrasodium Edta, Triethoxycaprylylsilane, Zinc Stearate, Lauryl Peg-9 Polydimethylsiloxyethyl Dimethicone, Stearalkonium Hectorite, Propylene Carbonate, Phenoxyethanol. May Contain (+/-): Chromium Oxide Greens (Ci 77288), Ultramarines (Ci 77007), Iron Oxides (Ci 77491, Ci 77492, Ci 77499), Titanium Dioxide (Ci 77891).",42.0,"A medium-coverage liquid foundation with a luminous, natural finish.",118123.0,
foundation-makeup,ciele,tint & PROTECT medium coverage serum foundation with SPF 50+,https://www.sephora.com/productimages/sku/s2708261-main-zoom.jpg?imwidth=270&pb=clean-at-sephora,P507751,4.4537,626,,,,,,0.0,
foundation-makeup,ONE/SIZE by Patrick Starrr,Turn Up the Base Blurring Foundation,https://www.sephora.com/productimages/sku/s2548121-main-zoom.jpg?imwidth=270,P478536,4.1205,830,"ONE/SIZE beauty belongs to everyone. Inspired by our community, we deliver extraordinary makeup with larger than life performances.",one-size-by-patrick-starrr,"-Japanese White Rose Stem Cells: Quickly improve the appearance of skin tone and visibly minimize oil over time.<br>-Skin-Like Treated Pigments: Rapidly blur and feel like skin.<br>-Avocado and Mango Hydra-Blend: Boosts hydration for smooth-feeling skin. <br><br>Water (Aqua/Eau), Caprylyl Methicone, Synthetic Fluorphlogopite, Dimethicone, Glycerin, PEG-12 Dimethicone/PPG-20 Crosspolymer, Butylene Glycol, Dimethicone/Vinyl Dimethicone Crosspolymer, PEG-10 Dimethicone, Trimethylsiloxysilicate, Polymethylsilsesquioxane, Boron Nitride, Silica, Caprylyl Dimethicone Ethoxy Glucoside, Phenoxyethanol, Polyphenylsilsesquioxane, Potassium Sorbate, Sodium Dehydroacetate, Triethoxycaprylylsilane, C20-24 Olefin, Tocopheryl Acetate, Alumnia, Mangifera Indica (Mango) Seed Butter, Persea Gratissima (Avocado) Oil, Rose Rugosa Leaf Extract, Tocopherol. May contain Peur Contenir (+): Titanium Dixoide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499).",35.0,"Shop ONE/SIZE by Patrick Starrr&rsquo;s Turn Up The Base Beauty Blur Balm Foundation at Sephora. This long-wear foundation blurs, mattifies, and hydrates.",86215.0,
foundation-makeup,Fenty Beauty by Rihanna,Pro Filt’r Soft Matte Longwear Powder Foundation,https://www.sephora.com/productimages/sku/s2413656-main-zoom.jpg?imwidth=270,P466829,4.3526,1208,,,,,,0.0,
foundation-makeup,Summer Fridays,Sheer Skin Tint with Hyaluronic Acid + Squalane,https://www.sephora.com/productimages/sku/s2536183-main-zoom.jpg?imwidth=270&pb=clean-at-sephora,P501777,4.1834,965,,,,,,0.0,
foundation-makeup,BASMA,"The Foundation Stick for Hydrating, Buildable Coverage and Natural Finish",https://www.sephora.com/productimages/sku/s2681427-main-zoom.jpg?imwidth=270,P505428,4.5346,419,"Founded by Basma Hameed, a burn survivor turned skin expert, BASMA Beauty is a makeup brand that develops formulas with not just your skin tone in mind, but also your skin journey, skin type, your lifestyle, and all the things that determine when, why, and how you prefer your makeup to work.",basma,"-Aloe Vera Extract: Supports collagen production and visibly improves elasticity.<br>-Vitamin E: An antioxidant that facilitates skin hydration.<br>-Apricot Butter: Helps nourish, revitalize, and soften skin.<br><br>Phenyl Trimethicone, Octyldodecanol, Octyldodecyl Myristate, Caprylic/Capric Triglyceride, Copernicia Cerifera (Carnauba) Wax, Polyethylene, Methyl Methacrylate Crosspolymer, Microcrystalline Wax, Prunus Armeniaca (Apricot) Kernel Oil, Triethoxycaprylylsilane, Phenoxyethanol, Caprylyl Glycol, Hydrogenated Vegetable Oil, Aloe Barbadensis Leaf Extract, Retinyl Palmitate, Tocopheryl Acetate, Sorbic Acid<br>(+/-) Iron Oxides (CI 77492, CI 77491, CI 77499), Mica (CI 77019), Titanium Dioxide (CI 77891).",40.0,"A buttery-soft, buildable, and lightweight foundation stick that evens out skin tone and leaves your skin with a natural glow.",53869.0,
foundation-makeup,ROSE INC,Skin Enhance Non-Comedogenic Skin Tint Serum Foundation,https://www.sephora.com/productimages/sku/s2529188-main-zoom.jpg?imwidth=270&pb=clean-planet-aware,P480345,4.3047,1024,,,,,,0.0,
foundation-makeup,Hourglass,Ambient Soft Glow Foundation,https://www.sephora.com/productimages/sku/s2586741-main-zoom.jpg?imwidth=270,P501154,4.1593,615,,,,,,0.0,
